t,x,y,psi,v,a,w
31.00,117.89,117.90,-2.5066,15.00,0.00,0.6135
31.02,117.65,117.72,-2.4910,15.00,0.00,0.7796
31.04,117.42,117.53,-2.4725,15.00,0.00,0.9224
31.06,117.19,117.34,-2.4516,15.00,0.00,1.0453
31.08,116.96,117.15,-2.4336,15.00,0.00,0.8990
31.10,116.73,116.95,-2.4182,15.00,0.00,0.7731
31.12,116.51,116.75,-2.4049,15.00,0.00,0.6649
31.14,116.29,116.54,-2.3934,15.00,0.00,0.5718
31.16,116.07,116.33,-2.3836,15.00,0.00,0.4917
31.18,115.86,116.13,-2.3751,15.00,0.00,0.4229
31.20,115.64,115.92,-2.3679,15.00,0.00,0.3637
31.22,115.43,115.71,-2.3616,15.00,0.00,0.3128
31.24,115.22,115.49,-2.3562,15.00,0.00,0.2690
31.26,115.01,115.28,-2.3516,15.00,0.00,0.2313
31.28,114.80,115.07,-2.3476,15.00,0.00,0.1989
31.30,114.59,114.85,-2.3442,15.00,0.00,0.1711
31.32,114.38,114.64,-2.3413,15.00,0.00,0.1471
31.34,114.17,114.42,-2.3387,15.00,0.00,0.1265
31.36,113.96,114.21,-2.3366,15.00,0.00,0.1088
31.38,113.75,113.99,-2.3347,15.00,0.00,0.0936
31.40,113.55,113.77,-2.3331,15.00,0.00,0.0805
31.42,113.34,113.55,-2.3266,15.00,0.00,0.3212
31.44,113.14,113.33,-2.3161,15.00,0.00,0.5282
31.46,112.94,113.11,-2.3020,15.00,0.00,0.7063
31.48,112.74,112.88,-2.2848,15.00,0.00,0.8594
31.50,112.55,112.65,-2.2649,15.00,0.00,0.9911
31.52,112.36,112.42,-2.2429,15.00,0.00,1.1043
31.54,112.18,112.18,-2.2239,15.00,0.00,0.9497
31.56,112.00,111.94,-2.2075,15.00,0.00,0.8168
31.58,111.83,111.69,-2.1935,15.00,0.00,0.7024
31.60,111.65,111.45,-2.1814,15.00,0.00,0.6041
31.62,111.48,111.20,-2.1710,15.00,0.00,0.5195
31.64,111.32,110.95,-2.1621,15.00,0.00,0.4468
31.66,111.15,110.70,-2.1544,15.00,0.00,0.3842
31.68,110.99,110.45,-2.1478,15.00,0.00,0.3304
31.70,110.83,110.20,-2.1421,15.00,0.00,0.2842
31.72,110.67,109.94,-2.1372,15.00,0.00,0.2444
31.74,110.51,109.69,-2.1330,15.00,0.00,0.2102
31.76,110.35,109.44,-2.1294,15.00,0.00,0.1808
31.78,110.19,109.18,-2.1263,15.00,0.00,0.1554
31.80,110.03,108.93,-2.1236,15.00,0.00,0.1337
31.82,109.87,108.67,-2.1213,15.00,0.00,0.1150
31.84,109.72,108.41,-2.1193,15.00,0.00,0.0989
31.86,109.56,108.16,-2.1176,15.00,0.00,0.0850
31.88,109.41,107.90,-2.1162,15.00,0.00,0.0731
31.90,109.25,107.64,-2.1149,15.00,0.00,0.0629
31.92,109.10,107.39,-2.1138,15.00,0.00,0.0541
31.94,108.94,107.13,-2.1129,15.00,0.00,0.0465
31.96,108.79,106.87,-2.1121,15.00,0.00,0.0400
31.98,108.63,106.62,-2.1114,15.00,0.00,0.0344
32.00,108.48,106.36,-2.1108,15.00,0.00,0.0296
32.02,108.32,106.10,-2.1103,15.00,0.00,0.0254
32.04,108.17,105.84,-2.1099,15.00,0.00,0.0219
32.06,108.02,105.59,-2.1095,15.00,0.00,0.0188
32.08,107.86,105.33,-2.1092,15.00,0.00,0.0162
32.10,107.71,105.07,-2.1089,15.00,0.00,0.0139
32.12,107.55,104.81,-2.1087,15.00,0.00,0.0120
32.14,107.40,104.56,-2.1084,15.00,0.00,0.0103
32.16,107.25,104.30,-2.1083,15.00,0.00,0.0089
32.18,107.09,104.04,-2.1081,15.00,0.00,0.0076
32.20,106.94,103.78,-2.1080,15.00,0.00,0.0065
32.22,106.79,103.53,-2.1079,15.00,0.00,0.0056
32.24,106.63,103.27,-2.1078,15.00,0.00,0.0048
32.26,106.48,103.01,-2.1077,15.00,0.00,0.0042
32.28,106.33,102.75,-2.1076,15.00,0.00,0.0036
32.30,106.17,102.49,-2.1076,15.00,0.00,0.0031
32.32,106.02,102.24,-2.1075,15.00,0.00,0.0026
32.34,105.87,101.98,-2.1075,15.00,0.00,0.0023
32.36,105.71,101.72,-2.1074,15.00,0.00,0.0020
32.38,105.56,101.46,-2.1074,15.00,0.00,0.0017
32.40,105.41,101.21,-2.1074,15.00,0.00,0.0014
32.42,105.25,100.95,-2.1073,15.00,0.00,0.0012
32.44,105.10,100.69,-2.1073,15.00,0.00,0.0011
32.46,104.95,100.43,-2.1073,15.00,0.00,0.0009
32.48,104.79,100.17,-2.1073,15.00,0.00,0.0008
32.50,104.64,99.92,-2.1073,15.00,0.00,0.0007
32.52,104.49,99.66,-2.1073,15.00,0.00,0.0006
32.54,104.33,99.40,-2.1072,15.00,0.00,0.0005
32.56,104.18,99.14,-2.1072,15.00,0.00,0.0004
32.58,104.03,98.88,-2.1072,15.00,0.00,0.0004
32.60,103.87,98.63,-2.1072,15.00,0.00,0.0003
32.62,103.72,98.37,-2.1072,15.00,0.00,0.0003
32.64,103.57,98.11,-2.1072,15.00,0.00,0.0002
32.66,103.41,97.85,-2.1072,15.00,0.00,0.0002
32.68,103.26,97.60,-2.1072,15.00,0.00,0.0002
32.70,103.11,97.34,-2.1072,15.00,0.00,0.0002
32.72,102.95,97.08,-2.1072,15.00,0.00,0.0001
32.74,102.80,96.82,-2.1022,15.00,0.00,0.2521
32.76,102.65,96.56,-2.0928,15.00,0.00,0.4688
32.78,102.50,96.30,-2.0797,15.00,0.00,0.6552
32.80,102.36,96.03,-2.0634,15.00,0.00,0.8155
32.82,102.23,95.77,-2.0443,15.00,0.00,0.9533
32.84,102.09,95.50,-2.0229,15.00,0.00,1.0718
32.86,101.97,95.22,-1.9994,15.00,0.00,1.1738
32.88,101.85,94.95,-1.9792,15.00,0.00,1.0094
32.90,101.74,94.67,-1.9618,15.00,0.00,0.8681
32.92,101.63,94.39,-1.9469,15.00,0.00,0.7466
32.94,101.52,94.11,-1.9341,15.00,0.00,0.6421
32.96,101.42,93.83,-1.9230,15.00,0.00,0.5522
32.98,101.32,93.55,-1.9135,15.00,0.00,0.4749
33.00,101.22,93.27,-1.9054,15.00,0.00,0.4084
33.02,101.12,92.98,-1.8933,15.00,0.00,0.6032
33.04,101.03,92.69,-1.8779,15.00,0.00,0.7708
33.06,100.95,92.41,-1.8596,15.00,0.00,0.9149
33.08,100.87,92.12,-1.8388,15.00,0.00,1.0388
33.10,100.79,91.83,-1.8159,15.00,0.00,1.1453
33.12,100.73,91.53,-1.7912,15.00,0.00,1.2370
33.14,100.67,91.24,-1.7648,15.00,0.00,1.3158
33.16,100.62,90.94,-1.7422,15.00,0.00,1.1316
33.18,100.57,90.65,-1.7227,15.00,0.00,0.9732
33.20,100.53,90.35,-1.7060,15.00,0.00,0.8369
33.22,100.50,90.05,-1.6916,15.00,0.00,0.7198
33.24,100.46,89.75,-1.6792,15.00,0.00,0.6190
33.26,100.44,89.46,-1.6686,15.00,0.00,0.5323
33.28,100.41,89.16,-1.6594,15.00,0.00,0.4578
33.30,100.38,88.86,-1.6516,15.00,0.00,0.3937
33.32,100.36,88.56,-1.6397,15.00,0.00,0.5906
33.34,100.35,88.26,-1.6245,15.00,0.00,0.7599
33.36,100.34,87.96,-1.6064,15.00,0.00,0.9055
33.38,100.33,87.66,-1.5858,15.00,0.00,1.0308
33.40,100.33,87.36,-1.5631,15.00,0.00,1.1384
33.42,100.34,87.06,-1.5435,15.00,0.00,0.9791
33.44,100.36,86.76,-1.5266,15.00,0.00,0.8420
33.46,100.37,86.46,-1.5121,15.00,0.00,0.7241
33.48,100.40,86.16,-1.4997,15.00,0.00,0.6227
33.50,100.42,85.86,-1.4890,15.00,0.00,0.5356
33.52,100.45,85.56,-1.4798,15.00,0.00,0.4606
33.54,100.48,85.26,-1.4718,15.00,0.00,0.3961
33.56,100.51,84.97,-1.4650,15.00,0.00,0.3406
33.58,100.54,84.67,-1.4592,15.00,0.00,0.2930
33.60,100.58,84.37,-1.4541,15.00,0.00,0.2519
33.62,100.61,84.07,-1.4448,15.00,0.00,0.4687
33.64,100.66,83.78,-1.4317,15.00,0.00,0.6551
33.66,100.70,83.48,-1.4154,15.00,0.00,0.8153
33.68,100.75,83.18,-1.3963,15.00,0.00,0.9532
33.70,100.81,82.89,-1.3749,15.00,0.00,1.0718
33.72,100.88,82.60,-1.3564,15.00,0.00,0.9217
33.74,100.95,82.30,-1.3406,15.00,0.00,0.7927
33.76,101.02,82.01,-1.3269,15.00,0.00,0.6817
33.78,101.09,81.72,-1.3152,15.00,0.00,0.5863
33.80,101.17,81.43,-1.3051,15.00,0.00,0.5042
33.82,101.25,81.14,-1.2965,15.00,0.00,0.4336
33.84,101.34,80.86,-1.2890,15.00,0.00,0.3729
33.86,101.42,80.57,-1.2876,15.00,0.00,0.0687
33.88,101.50,80.28,-1.2915,15.00,0.00,-0.1929
33.90,101.58,79.99,-1.2998,15.00,0.00,-0.4179
33.92,101.66,79.70,-1.3121,15.00,0.00,-0.6114
33.94,101.73,79.41,-1.3276,15.00,0.00,-0.7778
33.96,101.80,79.12,-1.3460,15.00,0.00,-0.9209
33.98,101.86,78.82,-1.3669,15.00,0.00,-1.0440
34.00,101.91,78.53,-1.3899,15.00,0.00,-1.1498
34.02,101.96,78.23,-1.4097,15.00,0.00,-0.9889
34.04,102.01,77.94,-1.4267,15.00,0.00,-0.8504
34.06,102.04,77.64,-1.4413,15.00,0.00,-0.7314
34.08,102.08,77.34,-1.4539,15.00,0.00,-0.6290
34.10,102.11,77.04,-1.4647,15.00,0.00,-0.5409
34.12,102.14,76.74,-1.4740,15.00,0.00,-0.4652
34.14,102.17,76.44,-1.4820,15.00,0.00,-0.4001
34.16,102.19,76.15,-1.4940,15.00,0.00,-0.5961
34.18,102.21,75.85,-1.5092,15.00,0.00,-0.7646
34.20,102.22,75.55,-1.5274,15.00,0.00,-0.9096
34.22,102.23,75.25,-1.5481,15.00,0.00,-1.0342
34.24,102.23,74.95,-1.5710,15.00,0.00,-1.1414
34.26,102.22,74.65,-1.5956,15.00,0.00,-1.2336
34.28,102.21,74.35,-1.6219,15.00,0.00,-1.3129
34.30,102.18,74.05,-1.6445,15.00,0.00,-1.1291
34.32,102.16,73.75,-1.6639,15.00,0.00,-0.9710
34.34,102.12,73.45,-1.6806,15.00,0.00,-0.8351
34.36,102.09,73.15,-1.6950,15.00,0.00,-0.7182
34.38,102.04,72.86,-1.7073,15.00,0.00,-0.6176
34.40,102.00,72.56,-1.7179,15.00,0.00,-0.5312
34.42,101.95,72.26,-1.7271,15.00,0.00,-0.4568
34.44,101.90,71.97,-1.7349,15.00,0.00,-0.3928
34.46,101.85,71.67,-1.7417,15.00,0.00,-0.3379
34.48,101.80,71.38,-1.7475,15.00,0.00,-0.2906
34.50,101.75,71.08,-1.7525,15.00,0.00,-0.2499
34.52,101.69,70.79,-1.7568,15.00,0.00,-0.2149
34.54,101.63,70.49,-1.7605,15.00,0.00,-0.1848
34.56,101.58,70.20,-1.7637,15.00,0.00,-0.1589
34.58,101.52,69.90,-1.7664,15.00,0.00,-0.1367
34.60,101.46,69.61,-1.7687,15.00,0.00,-0.1175
34.62,101.40,69.31,-1.7708,15.00,0.00,-0.1011
34.64,101.34,69.02,-1.7725,15.00,0.00,-0.0869
34.66,101.28,68.73,-1.7740,15.00,0.00,-0.0748
34.68,101.22,68.43,-1.7753,15.00,0.00,-0.0643
34.70,101.16,68.14,-1.7764,15.00,0.00,-0.0553
34.72,101.10,67.85,-1.7773,15.00,0.00,-0.0476
34.74,101.03,67.55,-1.7782,15.00,0.00,-0.0409
34.76,100.97,67.26,-1.7789,15.00,0.00,-0.0352
34.78,100.91,66.96,-1.7795,15.00,0.00,-0.0302
34.80,100.85,66.67,-1.7800,15.00,0.00,-0.0260
34.82,100.79,66.38,-1.7804,15.00,0.00,-0.0224
34.84,100.72,66.08,-1.7808,15.00,0.00,-0.0192
34.86,100.66,65.79,-1.7812,15.00,0.00,-0.0165
34.88,100.60,65.50,-1.7814,15.00,0.00,-0.0142
34.90,100.53,65.20,-1.7817,15.00,0.00,-0.0122
34.92,100.47,64.91,-1.7819,15.00,0.00,-0.0105
34.94,100.41,64.62,-1.7821,15.00,0.00,-0.0091
34.96,100.35,64.32,-1.7822,15.00,0.00,-0.0078
34.98,100.28,64.03,-1.7824,15.00,0.00,-0.0067
35.00,100.22,63.74,-1.7825,15.00,0.00,-0.0058
35.02,100.16,63.44,-1.7826,15.00,0.00,-0.0050
35.04,100.09,63.15,-1.7827,15.00,0.00,-0.0043
35.06,100.03,62.86,-1.7777,15.00,0.00,0.2483
35.08,99.97,62.56,-1.7684,15.00,0.00,0.4656
35.10,99.92,62.27,-1.7553,15.00,0.00,0.6524
35.12,99.87,61.97,-1.7391,15.00,0.00,0.8131
35.14,99.82,61.68,-1.7201,15.00,0.00,0.9512
35.16,99.78,61.38,-1.6986,15.00,0.00,1.0701
35.18,99.75,61.08,-1.6752,15.00,0.00,1.1722
35.20,99.73,60.78,-1.6500,15.00,0.00,1.2601
35.22,99.71,60.48,-1.6283,15.00,0.00,1.0837
35.24,99.70,60.18,-1.6097,15.00,0.00,0.9320
35.26,99.69,59.88,-1.5937,15.00,0.00,0.8015
35.28,99.69,59.58,-1.5799,15.00,0.00,0.6893
35.30,99.69,59.28,-1.5680,15.00,0.00,0.5928
35.32,99.70,58.98,-1.5578,15.00,0.00,0.5098
35.34,99.70,58.68,-1.5491,15.00,0.00,0.4384
35.36,99.71,58.38,-1.5415,15.00,0.00,0.3771
35.38,99.72,58.08,-1.5350,15.00,0.00,0.3243
35.40,99.73,57.78,-1.5294,15.00,0.00,0.2789
35.42,99.75,57.48,-1.5246,15.00,0.00,0.2398
35.44,99.76,57.18,-1.5205,15.00,0.00,0.2063
35.46,99.78,56.88,-1.5170,15.00,0.00,0.1774
35.48,99.80,56.58,-1.5139,15.00,0.00,0.1525
35.50,99.81,56.28,-1.5113,15.00,0.00,0.1312
35.52,99.83,55.99,-1.5090,15.00,0.00,0.1128
35.54,99.85,55.69,-1.5071,15.00,0.00,0.0970
35.56,99.87,55.39,-1.5105,15.00,0.00,-0.1686
35.58,99.89,55.09,-1.5184,15.00,0.00,-0.3970
35.60,99.90,54.79,-1.5303,15.00,0.00,-0.5934
35.62,99.91,54.49,-1.5455,15.00,0.00,-0.7623
35.64,99.91,54.19,-1.5637,15.00,0.00,-0.9076
35.66,99.90,53.89,-1.5843,15.00,0.00,-1.0325
35.68,99.89,53.59,-1.6071,15.00,0.00,-1.1400
35.70,99.87,53.29,-1.6318,15.00,0.00,-1.2324
