t,x,y,psi,v,a,w
26.38,49.48,47.60,-1.4224,12.60,-2.50,0.0422
26.40,49.52,47.35,-1.4217,12.55,-2.50,0.0363
26.42,49.56,47.10,-1.4261,12.50,-2.50,-0.2208
26.44,49.59,46.86,-1.4349,12.45,-2.50,-0.4419
26.46,49.62,46.61,-1.4476,12.40,-2.50,-0.6320
26.48,49.65,46.37,-1.4635,12.35,-2.50,-0.7955
26.50,49.67,46.12,-1.4822,12.30,-2.50,-0.9362
26.52,49.69,45.88,-1.5033,12.25,-2.50,-1.0571
26.54,49.70,45.63,-1.5266,12.20,-2.50,-1.1611
26.56,49.70,45.39,-1.5516,12.15,-2.50,-1.2505
26.58,49.70,45.15,-1.5781,12.10,-2.50,-1.3275
26.60,49.69,44.91,-1.6009,12.05,-2.50,-1.1416
26.62,49.68,44.67,-1.6206,12.00,-2.50,-0.9818
26.64,49.66,44.43,-1.6375,11.95,-2.50,-0.8443
26.66,49.65,44.19,-1.6520,11.90,-2.50,-0.7261
26.68,49.62,43.96,-1.6645,11.85,-2.50,-0.6245
26.70,49.60,43.72,-1.6752,11.80,-2.50,-0.5371
26.72,49.57,43.49,-1.6845,11.75,-2.50,-0.4619
26.74,49.54,43.25,-1.6924,11.70,-2.50,-0.3972
26.76,49.51,43.02,-1.6992,11.65,-2.50,-0.3416
26.78,49.48,42.79,-1.7051,11.60,-2.50,-0.2938
26.80,49.45,42.56,-1.7102,11.55,-2.50,-0.2526
26.82,49.42,42.34,-1.7095,11.50,-2.50,0.0347
26.84,49.39,42.11,-1.7038,11.45,-2.50,0.2819
26.86,49.36,41.88,-1.6939,11.40,-2.50,0.4944
26.88,49.34,41.66,-1.6804,11.35,-2.50,0.6772
26.90,49.31,41.43,-1.6637,11.30,-2.50,0.8344
26.92,49.30,41.21,-1.6443,11.25,-2.50,0.9696
26.94,49.29,40.98,-1.6226,11.20,-2.50,1.0858
26.96,49.28,40.76,-1.6039,11.15,-2.50,0.9338
26.98,49.28,40.54,-1.5879,11.10,-2.50,0.8031
27.00,49.27,40.32,-1.5741,11.05,-2.50,0.6906
27.02,49.28,40.10,-1.5622,11.00,-2.50,0.5940
27.04,49.28,39.88,-1.5520,10.95,-2.50,0.5108
27.06,49.29,39.66,-1.5432,10.90,-2.50,0.4393
27.08,49.29,39.45,-1.5356,10.85,-2.50,0.3778
27.10,49.30,39.23,-1.5291,10.80,-2.50,0.3249
27.12,49.31,39.01,-1.5235,10.75,-2.50,0.2794
27.14,49.32,38.80,-1.5187,10.70,-2.50,0.2403
27.16,49.34,38.59,-1.5146,10.65,-2.50,0.2067
27.18,49.35,38.38,-1.5110,10.60,-2.50,0.1777
27.20,49.36,38.17,-1.5080,10.55,-2.50,0.1528
27.22,49.38,37.96,-1.5054,10.50,-2.50,0.1314
27.24,49.39,37.75,-1.5031,10.45,-2.50,0.1130
27.26,49.41,37.54,-1.5011,10.40,-2.50,0.0972
27.28,49.42,37.33,-1.4995,10.35,-2.50,0.0836
27.30,49.44,37.13,-1.4930,10.30,-2.50,0.3239
27.32,49.45,36.92,-1.4824,10.25,-2.50,0.5306
27.34,49.47,36.72,-1.4682,10.20,-2.50,0.7083
27.36,49.50,36.52,-1.4510,10.15,-2.50,0.8611
27.38,49.53,36.32,-1.4311,10.10,-2.50,0.9926
27.40,49.56,36.12,-1.4090,10.05,-2.50,1.1056
27.42,49.60,35.93,-1.3850,10.00,-2.50,1.2028
27.44,49.64,35.73,-1.3593,9.95,-2.50,1.2864
27.46,49.69,35.54,-1.3321,9.90,-2.50,1.3583
27.48,49.74,35.35,-1.3037,9.85,-2.50,1.4202
27.50,49.79,35.16,-1.2742,9.80,-2.50,1.4733
27.52,49.86,34.98,-1.2438,9.75,-2.50,1.5191
27.54,49.92,34.79,-1.2127,9.70,-2.50,1.5584
27.56,50.00,34.62,-1.1808,9.65,-2.50,1.5922
27.58,50.08,34.44,-1.1484,9.60,-2.50,1.6213
27.60,50.16,34.27,-1.1155,9.55,-2.50,1.6463
27.62,50.25,34.10,-1.0821,9.50,-2.50,1.6678
27.64,50.34,33.94,-1.0484,9.45,-2.50,1.6863
27.66,50.44,33.78,-1.0143,9.40,-2.50,1.7023
27.68,50.55,33.62,-0.9800,9.35,-2.50,1.7159
27.70,50.66,33.47,-0.9455,9.30,-2.50,1.7277
27.72,50.77,33.33,-0.9107,9.25,-2.50,1.7378
27.74,50.89,33.18,-0.8758,9.20,-2.50,1.7465
27.76,51.01,33.05,-0.8407,9.15,-2.50,1.7540
27.78,51.14,32.92,-0.8055,9.10,-2.50,1.7605
27.80,51.27,32.79,-0.7702,9.05,-2.50,1.7660
27.82,51.40,32.67,-0.7348,9.00,-2.50,1.7708
27.84,51.54,32.55,-0.6993,8.95,-2.50,1.7748
27.86,51.68,32.45,-0.6637,8.90,-2.50,1.7784
27.88,51.82,32.34,-0.6281,8.85,-2.50,1.7814
27.90,51.97,32.24,-0.5924,8.80,-2.50,1.7840
27.92,52.11,32.15,-0.5567,8.75,-2.50,1.7862
27.94,52.27,32.06,-0.5209,8.70,-2.50,1.7882
27.96,52.42,31.98,-0.4851,8.65,-2.50,1.7898
27.98,52.57,31.91,-0.4493,8.60,-2.50,1.7912
28.00,52.73,31.84,-0.4134,8.55,-2.50,1.7925
28.02,52.89,31.78,-0.3826,8.50,-2.50,1.5415
28.04,53.05,31.72,-0.3561,8.45,-2.50,1.3257
28.06,53.21,31.66,-0.3333,8.40,-2.50,1.1401
28.08,53.36,31.61,-0.3137,8.35,-2.50,0.9805
28.10,53.52,31.56,-0.2968,8.30,-2.50,0.8432
28.12,53.68,31.52,-0.2823,8.25,-2.50,0.7252
28.14,53.84,31.47,-0.2698,8.20,-2.50,0.6237
28.16,54.00,31.43,-0.2591,8.15,-2.50,0.5363
28.18,54.15,31.39,-0.2499,8.10,-2.50,0.4613
28.20,54.31,31.35,-0.2419,8.05,-2.50,0.3967
28.22,54.47,31.32,-0.2351,8.00,-2.50,0.3411
28.24,54.62,31.28,-0.2292,7.95,-2.50,0.2934
28.26,54.77,31.24,-0.2242,7.90,-2.50,0.2523
28.28,54.93,31.21,-0.2199,7.85,-2.50,0.2170
28.30,55.08,31.18,-0.2161,7.80,-2.50,0.1866
28.32,55.23,31.14,-0.2079,7.75,-2.50,0.4125
28.34,55.38,31.11,-0.1957,7.70,-2.50,0.6067
28.36,55.53,31.09,-0.1803,7.65,-2.50,0.7738
28.38,55.68,31.06,-0.1619,7.60,-2.50,0.9175
28.40,55.83,31.04,-0.1411,7.55,-2.50,1.0410
28.42,55.98,31.02,-0.1182,7.50,-2.50,1.1473
28.44,56.13,31.01,-0.0934,7.45,-2.50,1.2387
28.46,56.28,31.00,-0.0721,7.40,-2.50,1.0652
28.48,56.42,30.99,-0.0538,7.35,-2.50,0.9161
28.50,56.57,30.99,-0.0380,7.30,-2.50,0.7879
28.52,56.72,30.98,-0.0244,7.25,-2.50,0.6776
28.54,56.86,30.98,-0.0128,7.20,-2.50,0.5827
28.56,57.00,30.98,-0.0028,7.15,-2.50,0.5011
28.58,57.14,30.98,0.0058,7.10,-2.50,0.4310
28.60,57.29,30.98,0.0133,7.05,-2.50,0.3706
28.62,57.43,30.99,0.0196,7.17,6.00,0.3187
28.64,57.57,30.99,0.0251,7.29,6.00,0.2741
28.66,57.72,30.99,0.0298,7.41,6.00,0.2357
28.68,57.87,31.00,0.0339,7.53,6.00,0.2027
28.70,58.03,31.00,0.0374,7.65,6.00,0.1744
28.72,58.18,31.01,0.0404,7.77,6.00,0.1499
28.74,58.34,31.02,0.0430,7.89,6.00,0.1290
28.76,58.50,31.02,0.0452,8.01,6.00,0.1109
28.78,58.66,31.03,0.0471,8.13,6.00,0.0954
28.80,58.83,31.04,0.0487,8.25,6.00,0.0820
28.82,58.99,31.05,0.0501,8.37,6.00,0.0705
28.84,59.16,31.06,0.0513,8.49,6.00,0.0607
28.86,59.34,31.07,0.0524,8.61,6.00,0.0522
28.88,59.51,31.08,0.0533,8.73,6.00,0.0449
28.90,59.69,31.09,0.0541,8.85,6.00,0.0386
28.92,59.87,31.09,0.0497,8.97,6.00,-0.2188
28.94,60.05,31.10,0.0409,9.09,6.00,-0.4402
28.96,60.23,31.11,0.0283,9.21,6.00,-0.6306
28.98,60.42,31.11,0.0124,9.33,6.00,-0.7943
29.00,60.61,31.11,-0.0063,9.45,6.00,-0.9351
29.02,60.80,31.10,-0.0274,9.57,6.00,-1.0562
29.04,60.99,31.09,-0.0507,9.69,6.00,-1.1603
29.06,61.19,31.08,-0.0756,9.81,6.00,-1.2499
29.08,61.38,31.06,-0.0971,9.93,6.00,-1.0749
29.10,61.58,31.04,-0.1156,10.05,6.00,-0.9244
29.12,61.79,31.01,-0.1315,10.17,6.00,-0.7950
29.14,61.99,30.98,-0.1452,10.29,6.00,-0.6837
29.16,62.20,30.95,-0.1570,10.41,6.00,-0.5880
29.18,62.40,30.91,-0.1671,10.53,6.00,-0.5057
29.20,62.61,30.87,-0.1758,10.65,6.00,-0.4349
29.22,62.82,30.83,-0.1833,10.77,6.00,-0.3740
29.24,63.04,30.79,-0.1897,10.89,6.00,-0.3216
29.26,63.25,30.75,-0.1952,11.01,6.00,-0.2766
29.28,63.47,30.71,-0.2000,11.13,6.00,-0.2379
29.30,63.69,30.66,-0.2041,11.25,6.00,-0.2046
29.32,63.92,30.61,-0.2076,11.37,6.00,-0.1759
29.34,64.14,30.57,-0.2106,11.49,6.00,-0.1513
29.36,64.37,30.52,-0.2132,11.61,6.00,-0.1301
29.38,64.60,30.47,-0.2155,11.73,6.00,-0.1119
29.40,64.83,30.42,-0.2174,11.85,6.00,-0.0962
29.42,65.06,30.36,-0.2190,11.97,6.00,-0.0828
29.44,65.30,30.31,-0.2205,12.09,6.00,-0.0712
29.46,65.54,30.26,-0.2217,12.21,6.00,-0.0612
29.48,65.78,30.20,-0.2227,12.33,6.00,-0.0526
29.50,66.02,30.15,-0.2236,12.45,6.00,-0.0453
29.52,66.26,30.09,-0.2244,12.57,6.00,-0.0389
29.54,66.51,30.04,-0.2251,12.69,6.00,-0.0335
29.56,66.76,29.98,-0.2257,12.81,6.00,-0.0288
29.58,67.01,29.92,-0.2262,12.93,6.00,-0.0248
29.60,67.27,29.86,-0.2266,13.05,6.00,-0.0213
29.62,67.52,29.80,-0.2270,13.17,6.00,-0.0183
29.64,67.78,29.74,-0.2273,13.29,6.00,-0.0158
29.66,68.04,29.68,-0.2275,13.41,6.00,-0.0135
29.68,68.31,29.62,-0.2278,13.53,6.00,-0.0116
29.70,68.57,29.56,-0.2229,13.65,6.00,0.2420
29.72,68.84,29.50,-0.2137,13.77,6.00,0.4601
29.74,69.12,29.45,-0.2008,13.89,6.00,0.6477
29.76,69.39,29.39,-0.1846,14.01,6.00,0.8090
29.78,69.67,29.35,-0.1656,14.13,6.00,0.9478
29.80,69.95,29.31,-0.1443,14.25,6.00,1.0671
29.82,70.24,29.27,-0.1259,14.37,6.00,0.9177
29.84,70.53,29.24,-0.1102,14.49,6.00,0.7892
29.86,70.82,29.21,-0.0966,14.61,6.00,0.6787
29.88,71.11,29.19,-0.0849,14.56,-2.50,0.5837
29.90,71.40,29.16,-0.0749,14.51,-2.50,0.5020
29.92,71.68,29.15,-0.0662,14.46,-2.50,0.4317
