t,x,y,psi,v,a,w
0.02,50.00,15.00,1.5708,0.00,0.00,0.0000
0.04,50.00,15.00,1.5708,0.00,0.00,0.0000
0.06,50.00,15.00,1.5708,0.00,0.00,0.0000
0.08,50.00,15.00,1.5708,0.00,0.00,0.0000
0.10,50.00,15.00,1.5708,0.00,0.00,0.0000
0.12,50.00,15.00,1.5708,0.00,0.00,0.0000
0.14,50.00,15.00,1.5708,0.00,0.00,0.0000
0.16,50.00,15.00,1.5708,0.00,0.00,0.0000
0.18,50.00,15.00,1.5708,0.00,0.00,0.0000
0.20,50.00,15.00,1.5708,0.00,0.00,0.0000
0.22,50.00,15.00,1.5708,0.00,0.00,0.0000
0.24,50.00,15.00,1.5708,0.00,0.00,0.0000
0.26,50.00,15.00,1.5708,0.00,0.00,0.0000
0.28,50.00,15.00,1.5708,0.00,0.00,0.0000
0.30,50.00,15.00,1.5708,0.00,0.00,0.0000
0.32,50.00,15.00,1.5708,0.00,0.00,0.0000
0.34,50.00,15.00,1.5708,0.00,0.00,0.0000
0.36,50.00,15.00,1.5708,0.00,0.00,0.0000
0.38,50.00,15.00,1.5708,0.00,0.00,0.0000
0.40,50.00,15.00,1.5708,0.00,0.00,0.0000
0.42,50.00,15.00,1.5708,0.00,0.00,0.0000
0.44,50.00,15.00,1.5708,0.00,0.00,0.0000
0.46,50.00,15.00,1.5708,0.00,0.00,0.0000
0.48,50.00,15.00,1.5708,0.00,0.00,0.0000
0.50,50.00,15.00,1.5708,0.00,0.00,0.0000
0.52,50.00,15.00,1.5708,0.00,0.00,0.0000
0.54,50.00,15.00,1.5708,0.00,0.00,0.0000
0.56,50.00,15.00,1.5708,0.00,0.00,0.0000
0.58,50.00,15.00,1.5708,0.00,0.00,0.0000
0.60,50.00,15.00,1.5708,0.00,0.00,0.0000
0.62,50.00,15.00,1.5708,0.00,0.00,0.0000
0.64,50.00,15.00,1.5708,0.00,0.00,0.0000
0.66,50.00,15.00,1.5708,0.00,0.00,0.0000
0.68,50.00,15.00,1.5708,0.00,0.00,0.0000
0.70,50.00,15.00,1.5708,0.00,0.00,0.0000
0.72,50.00,15.00,1.5708,0.00,0.00,0.0000
0.74,50.00,15.00,1.5708,0.00,0.00,0.0000
0.76,50.00,15.00,1.5708,0.00,0.00,0.0000
0.78,50.00,15.00,1.5708,0.00,0.00,0.0000
0.80,50.00,15.00,1.5708,0.00,0.00,0.0000
0.82,50.00,15.00,1.5708,0.00,0.00,0.0000
0.84,50.00,15.00,1.5708,0.00,0.00,0.0000
0.86,50.00,15.00,1.5708,0.00,0.00,0.0000
0.88,50.00,15.00,1.5708,0.00,0.00,0.0000
0.90,50.00,15.00,1.5708,0.00,0.00,0.0000
0.92,50.00,15.00,1.5708,0.00,0.00,0.0000
0.94,50.00,15.00,1.5708,0.00,0.00,0.0000
0.96,50.00,15.00,1.5708,0.00,0.00,0.0000
0.98,50.00,15.00,1.5708,0.00,0.00,0.0000
1.00,50.00,15.00,1.5708,0.00,0.00,0.0000
1.02,50.00,15.00,1.5708,0.00,0.00,0.0000
1.04,50.00,15.00,1.5708,0.00,0.00,0.0000
1.06,50.00,15.00,1.5708,0.00,0.00,0.0000
1.08,50.00,15.00,1.5708,0.00,0.00,0.0000
1.10,50.00,15.00,1.5708,0.00,0.00,0.0000
1.12,50.00,15.00,1.5708,0.00,0.00,0.0000
1.14,50.00,15.00,1.5708,0.00,0.00,0.0000
1.16,50.00,15.00,1.5708,0.00,0.00,0.0000
1.18,50.00,15.00,1.5708,0.00,0.00,0.0000
1.20,50.00,15.00,1.5708,0.00,0.00,0.0000
1.22,50.00,15.00,1.5708,0.00,0.00,0.0000
1.24,50.00,15.00,1.5708,0.00,0.00,0.0000
1.26,50.00,15.00,1.5708,0.00,0.00,0.0000
1.28,50.00,15.00,1.5708,0.00,0.00,0.0000
1.30,50.00,15.00,1.5708,0.00,0.00,0.0000
1.32,50.00,15.00,1.5708,0.00,0.00,0.0000
1.34,50.00,15.00,1.5708,0.00,0.00,0.0000
1.36,50.00,15.00,1.5708,0.00,0.00,0.0000
1.38,50.00,15.00,1.5708,0.00,0.00,0.0000
1.40,50.00,15.00,1.5708,0.00,0.00,0.0000
1.42,50.00,15.00,1.5708,0.00,0.00,0.0000
1.44,50.00,15.00,1.5708,0.00,0.00,0.0000
1.46,50.00,15.00,1.5708,0.00,0.00,0.0000
1.48,50.00,15.00,1.5708,0.00,0.00,0.0000
1.50,50.00,15.00,1.5708,0.00,0.00,0.0000
1.52,50.00,15.00,1.5708,0.00,0.00,0.0000
1.54,50.00,15.00,1.5708,0.00,0.00,0.0000
1.56,50.00,15.00,1.5708,0.00,0.00,0.0000
1.58,50.00,15.00,1.5708,0.00,0.00,0.0000
1.60,50.00,15.00,1.5708,0.00,0.00,0.0000
1.62,50.00,15.00,1.5708,0.00,0.00,0.0000
1.64,50.00,15.00,1.5708,0.00,0.00,0.0000
1.66,50.00,15.00,1.5708,0.00,0.00,0.0000
1.68,50.00,15.00,1.5708,0.00,0.00,0.0000
1.70,50.00,15.00,1.5708,0.00,0.00,0.0000
1.72,50.00,15.00,1.5708,0.00,0.00,0.0000
1.74,50.00,15.00,1.5708,0.00,0.00,0.0000
1.76,50.00,15.00,1.5708,0.00,0.00,0.0000
1.78,50.00,15.00,1.5708,0.00,0.00,0.0000
1.80,50.00,15.00,1.5708,0.00,0.00,0.0000
1.82,50.00,15.00,1.5708,0.00,0.00,0.0000
1.84,50.00,15.00,1.5708,0.00,0.00,0.0000
1.86,50.00,15.00,1.5708,0.00,0.00,0.0000
1.88,50.00,15.00,1.5708,0.00,0.00,0.0000
1.90,50.00,15.00,1.5708,0.00,0.00,0.0000
1.92,50.00,15.00,1.5708,0.00,0.00,0.0000
1.94,50.00,15.00,1.5708,0.00,0.00,0.0000
1.96,50.00,15.00,1.5708,0.00,0.00,0.0000
1.98,50.00,15.00,1.5708,0.00,0.00,0.0000
2.00,50.00,15.00,1.5708,0.00,0.00,0.0000
2.02,50.00,15.00,1.5708,0.00,0.00,0.0000
2.04,50.00,15.00,1.5708,0.00,0.00,0.0000
2.06,50.00,15.00,1.5708,0.00,0.00,0.0000
2.08,50.00,15.00,1.5708,0.00,0.00,0.0000
2.10,50.00,15.00,1.5708,0.00,0.00,0.0000
2.12,50.00,15.00,1.5708,0.00,0.00,0.0000
2.14,50.00,15.00,1.5708,0.00,0.00,0.0000
2.16,50.00,15.00,1.5708,0.00,0.00,0.0000
2.18,50.00,15.00,1.5708,0.00,0.00,0.0000
2.20,50.00,15.00,1.5708,0.00,0.00,0.0000
2.22,50.00,15.00,1.5708,0.00,0.00,0.0000
2.24,50.00,15.00,1.5708,0.00,0.00,0.0000
2.26,50.00,15.00,1.5708,0.00,0.00,0.0000
2.28,50.00,15.00,1.5708,0.00,0.00,0.0000
2.30,50.00,15.00,1.5708,0.00,0.00,0.0000
2.32,50.00,15.00,1.5708,0.00,0.00,0.0000
2.34,50.00,15.00,1.5708,0.00,0.00,0.0000
2.36,50.00,15.00,1.5708,0.00,0.00,0.0000
2.38,50.00,15.00,1.5708,0.00,0.00,0.0000
2.40,50.00,15.00,1.5708,0.00,0.00,0.0000
2.42,50.00,15.00,1.5708,0.00,0.00,0.0000
2.44,50.00,15.00,1.5708,0.00,0.00,0.0000
2.46,50.00,15.00,1.5708,0.00,0.00,0.0000
2.48,50.00,15.00,1.5708,0.00,0.00,0.0000
2.50,50.00,15.00,1.5708,0.00,0.00,0.0000
2.52,50.00,15.00,1.5708,0.00,0.00,0.0000
2.54,50.00,15.00,1.5708,0.00,0.00,0.0000
2.56,50.00,15.00,1.5708,0.00,0.00,0.0000
2.58,50.00,15.00,1.5708,0.00,0.00,0.0000
2.60,50.00,15.00,1.5708,0.00,0.00,0.0000
2.62,50.00,15.00,1.5708,0.00,0.00,0.0000
2.64,50.00,15.00,1.5708,0.00,0.00,0.0000
2.66,50.00,15.00,1.5708,0.00,0.00,0.0000
2.68,50.00,15.00,1.5708,0.00,0.00,0.0000
2.70,50.00,15.00,1.5708,0.00,0.00,0.0000
2.72,50.00,15.00,1.5708,0.00,0.00,0.0000
2.74,50.00,15.00,1.5708,0.00,0.00,0.0000
2.76,50.00,15.00,1.5708,0.00,0.00,0.0000
2.78,50.00,15.00,1.5708,0.00,0.00,0.0000
2.80,50.00,15.00,1.5708,0.00,0.00,0.0000
2.82,50.00,15.00,1.5708,0.00,0.00,0.0000
2.84,50.00,15.00,1.5708,0.00,0.00,0.0000
2.86,50.00,15.00,1.5708,0.00,0.00,0.0000
2.88,50.00,15.00,1.5708,0.00,0.00,0.0000
2.90,50.00,15.00,1.5708,0.00,0.00,0.0000
2.92,50.00,15.00,1.5708,0.00,0.00,0.0000
2.94,50.00,15.00,1.5708,0.00,0.00,0.0000
2.96,50.00,15.00,1.5708,0.00,0.00,0.0000
2.98,50.00,15.00,1.5708,0.00,0.00,0.0000
3.00,50.00,15.00,1.5708,0.00,0.00,0.0000
3.02,50.00,15.00,1.5708,0.00,0.00,0.0000
3.04,50.00,15.00,1.5708,0.00,0.00,0.0000
3.06,50.00,15.00,1.5708,0.00,0.00,0.0000
3.08,50.00,15.00,1.5708,0.00,0.00,0.0000
3.10,50.00,15.00,1.5708,0.00,0.00,0.0000
3.12,50.00,15.00,1.5708,0.00,0.00,0.0000
3.14,50.00,15.00,1.5708,0.00,0.00,0.0000
3.16,50.00,15.00,1.5708,0.00,0.00,0.0000
3.18,50.00,15.00,1.5708,0.00,0.00,0.0000
3.20,50.00,15.00,1.5708,0.00,0.00,0.0000
3.22,50.00,15.00,1.5708,0.00,0.00,0.0000
3.24,50.00,15.00,1.5708,0.00,0.00,0.0000
3.26,50.00,15.00,1.5708,0.00,0.00,0.0000
3.28,50.00,15.00,1.5708,0.00,0.00,0.0000
3.30,50.00,15.00,1.5708,0.00,0.00,0.0000
3.32,50.00,15.00,1.5708,0.00,0.00,0.0000
3.34,50.00,15.00,1.5708,0.00,0.00,0.0000
3.36,50.00,15.00,1.5708,0.00,0.00,0.0000
3.38,50.00,15.00,1.5708,0.00,0.00,0.0000
3.40,50.00,15.00,1.5708,0.00,0.00,0.0000
3.42,50.00,15.00,1.5708,0.00,0.00,0.0000
3.44,50.00,15.00,1.5708,0.00,0.00,0.0000
3.46,50.00,15.00,1.5708,0.00,0.00,0.0000
3.48,50.00,15.00,1.5708,0.00,0.00,0.0000
3.50,50.00,15.00,1.5708,0.00,0.00,0.0000
3.52,50.00,15.00,1.5708,0.00,0.00,0.0000
3.54,50.00,15.00,1.5708,0.00,0.00,0.0000
3.56,50.00,15.00,1.5708,0.00,0.00,0.0000
3.58,50.00,15.00,1.5708,0.00,0.00,0.0000
3.60,50.00,15.00,1.5708,0.00,0.00,0.0000
3.62,50.00,15.00,1.5658,0.00,0.00,-0.2520
3.64,50.00,15.00,1.5614,0.00,0.00,-0.2167
3.66,50.00,15.00,1.5577,0.00,0.00,-0.1864
3.68,50.00,15.00,1.5545,0.00,0.00,-0.1603
3.70,50.00,15.00,1.5517,0.00,0.00,-0.1378
3.72,50.00,15.00,1.5494,0.00,0.00,-0.1185
3.74,50.00,15.00,1.5473,0.00,0.00,-0.1020
3.76,50.00,15.00,1.5456,0.00,0.00,-0.0877
3.78,50.00,15.00,1.5441,0.00,0.00,-0.0754
3.80,50.00,15.00,1.5428,0.00,0.00,-0.0648
3.82,50.00,15.00,1.5416,0.00,0.00,-0.0558
3.84,50.00,15.00,1.5407,0.00,0.00,-0.0480
3.86,50.00,15.00,1.5399,0.00,0.00,-0.0412
3.88,50.00,15.00,1.5392,0.00,0.00,-0.0355
3.90,50.00,15.00,1.5385,0.00,0.00,-0.0305
3.92,50.00,15.00,1.5380,0.00,0.00,-0.0262
3.94,50.00,15.00,1.5376,0.00,0.00,-0.0226
3.96,50.00,15.00,1.5372,0.00,0.00,-0.0194
3.98,50.00,15.00,1.5368,0.00,0.00,-0.0167
4.00,50.00,15.00,1.5366,0.00,0.00,-0.0144
4.02,50.00,15.00,1.5363,0.00,0.00,-0.0123
4.04,50.00,15.00,1.5361,0.00,0.00,-0.0106
4.06,50.00,15.00,1.5359,0.00,0.00,-0.0091
4.08,50.00,15.00,1.5358,0.00,0.00,-0.0078
4.10,50.00,15.00,1.5356,0.00,0.00,-0.0068
4.12,50.00,15.00,1.5355,0.00,0.00,-0.0058
4.14,50.00,15.00,1.5354,0.00,0.00,-0.0050
4.16,50.00,15.00,1.5353,0.00,0.00,-0.0043
4.18,50.00,15.00,1.5353,0.00,0.00,-0.0037
4.20,50.00,15.00,1.5352,0.00,0.00,-0.0032
4.22,50.00,15.00,1.5351,0.00,0.00,-0.0027
4.24,50.00,15.00,1.5351,0.00,0.00,-0.0023
4.26,50.00,15.00,1.5350,0.00,0.00,-0.0020
4.28,50.00,15.00,1.5350,0.00,0.00,-0.0017
4.30,50.00,15.00,1.5350,0.00,0.00,-0.0015
4.32,50.00,15.00,1.5350,0.00,0.00,-0.0013
4.34,50.00,15.00,1.5349,0.00,0.00,-0.0011
4.36,50.00,15.00,1.5349,0.00,0.00,-0.0010
4.38,50.00,15.00,1.5349,0.00,0.00,-0.0008
4.40,50.00,15.00,1.5349,0.00,0.00,-0.0007
4.42,50.00,15.00,1.5349,0.00,0.00,-0.0006
4.44,50.00,15.00,1.5349,0.00,0.00,-0.0005
4.46,50.00,15.00,1.5349,0.00,0.00,-0.0004
4.48,50.00,15.00,1.5348,0.00,0.00,-0.0004
4.50,50.00,15.00,1.5348,0.00,0.00,-0.0003
4.52,50.00,15.00,1.5348,0.00,0.00,-0.0003
4.54,50.00,15.00,1.5348,0.00,0.00,-0.0002
4.56,50.00,15.00,1.5348,0.00,0.00,-0.0002
4.58,50.00,15.00,1.5348,0.00,0.00,-0.0002
4.60,50.00,15.00,1.5348,0.00,0.00,-0.0002
4.62,50.00,15.00,1.5348,0.00,0.00,-0.0001
4.64,50.00,15.00,1.5348,0.00,0.00,-0.0001
4.66,50.00,15.00,1.5348,0.00,0.00,-0.0001
4.68,50.00,15.00,1.5348,0.00,0.00,-0.0001
4.70,50.00,15.00,1.5348,0.00,0.00,-0.0001
4.72,50.00,15.00,1.5348,0.00,0.00,-0.0001
4.74,50.00,15.00,1.5348,0.00,0.00,-0.0001
4.76,50.00,15.00,1.5348,0.00,0.00,-0.0000
4.78,50.00,15.00,1.5348,0.00,0.00,-0.0000
4.80,50.00,15.00,1.5348,0.00,0.00,-0.0000
4.82,50.00,15.00,1.5348,0.00,0.00,-0.0000
4.84,50.00,15.00,1.5348,0.00,0.00,-0.0000
4.86,50.00,15.00,1.5348,0.00,0.00,-0.0000
4.88,50.00,15.00,1.5348,0.00,0.00,-0.0000
4.90,50.00,15.00,1.5348,0.12,6.00,-0.0000
4.92,50.00,15.01,1.5348,0.24,6.00,-0.0000
4.94,50.00,15.01,1.5348,0.36,6.00,-0.0000
4.96,50.00,15.02,1.5348,0.48,6.00,-0.0000
4.98,50.00,15.04,1.5348,0.60,6.00,-0.0000
5.00,50.00,15.05,1.5348,0.72,6.00,-0.0000
5.02,50.00,15.07,1.5348,0.84,6.00,-0.0000
5.04,50.00,15.09,1.5348,0.96,6.00,-0.0000
5.06,50.00,15.11,1.5348,1.08,6.00,-0.0000
5.08,50.00,15.13,1.5348,1.20,6.00,-0.0000
5.10,50.01,15.15,1.5348,1.15,-2.50,-0.0000
5.12,50.01,15.18,1.5348,1.10,-2.50,-0.0000
5.14,50.01,15.20,1.5348,1.05,-2.50,-0.0000
5.16,50.01,15.22,1.5348,1.00,-2.50,-0.0000
5.18,50.01,15.24,1.5348,0.95,-2.50,-0.0000
5.20,50.01,15.25,1.5348,0.90,-2.50,-0.0000
5.22,50.01,15.27,1.5348,0.85,-2.50,-0.0000
5.24,50.01,15.29,1.5348,0.80,-2.50,-0.0000
5.26,50.01,15.30,1.5348,0.75,-2.50,-0.0000
5.28,50.01,15.32,1.5348,0.70,-2.50,-0.0000
5.30,50.01,15.33,1.5348,0.65,-2.50,-0.0000
5.32,50.01,15.34,1.5348,0.60,-2.50,-0.0000
5.34,50.01,15.35,1.5348,0.55,-2.50,-0.0000
5.36,50.01,15.37,1.5348,0.67,6.00,-0.0000
5.38,50.01,15.38,1.5348,0.79,6.00,-0.0000
5.40,50.01,15.40,1.5348,0.91,6.00,-0.0000
5.42,50.02,15.42,1.5348,1.03,6.00,-0.0000
5.44,50.02,15.44,1.5348,1.15,6.00,-0.0000
5.46,50.02,15.47,1.5348,1.27,6.00,-0.0000
5.48,50.02,15.50,1.5348,1.39,6.00,-0.0000
5.50,50.02,15.53,1.5348,1.51,6.00,-0.0000
5.52,50.02,15.56,1.5348,1.63,6.00,-0.0000
5.54,50.02,15.59,1.5348,1.75,6.00,-0.0000
5.56,50.02,15.63,1.5348,1.87,6.00,-0.0000
5.58,50.02,15.67,1.5348,1.99,6.00,-0.0000
5.60,50.03,15.71,1.5348,2.11,6.00,-0.0000
5.62,50.03,15.76,1.5348,2.23,6.00,-0.0000
5.64,50.03,15.81,1.5348,2.35,6.00,-0.0000
5.66,50.03,15.85,1.5348,2.47,6.00,-0.0000
5.68,50.03,15.91,1.5348,2.59,6.00,-0.0000
5.70,50.03,15.96,1.5348,2.71,6.00,-0.0000
5.72,50.04,16.02,1.5348,2.83,6.00,-0.0000
5.74,50.04,16.08,1.5348,2.95,6.00,-0.0000
5.76,50.04,16.14,1.5348,3.07,6.00,-0.0000
5.78,50.04,16.20,1.5348,3.19,6.00,-0.0000
5.80,50.05,16.27,1.5348,3.31,6.00,-0.0000
5.82,50.05,16.34,1.5348,3.43,6.00,-0.0000
5.84,50.05,16.41,1.5348,3.55,6.00,-0.0000
5.86,50.05,16.48,1.5348,3.67,6.00,-0.0000
5.88,50.06,16.56,1.5348,3.79,6.00,-0.0000
5.90,50.06,16.63,1.5348,3.91,6.00,-0.0000
5.92,50.06,16.71,1.5348,4.03,6.00,-0.0000
5.94,50.06,16.80,1.5348,4.15,6.00,-0.0000
5.96,50.07,16.88,1.5348,4.27,6.00,-0.0000
5.98,50.07,16.97,1.5348,4.39,6.00,-0.0000
6.00,50.07,17.06,1.5348,4.51,6.00,-0.0000
6.02,50.08,17.15,1.5348,4.63,6.00,-0.0000
6.04,50.08,17.25,1.5348,4.75,6.00,-0.0000
6.06,50.08,17.35,1.5348,4.87,6.00,-0.0000
6.08,50.09,17.45,1.5348,4.99,6.00,-0.0000
6.10,50.09,17.55,1.5348,5.11,6.00,-0.0000
6.12,50.10,17.65,1.5348,5.23,6.00,-0.0000
6.14,50.10,17.76,1.5348,5.35,6.00,-0.0000
6.16,50.10,17.87,1.5348,5.47,6.00,-0.0000
6.18,50.11,17.98,1.5348,5.59,6.00,-0.0000
6.20,50.11,18.09,1.5348,5.71,6.00,-0.0000
6.22,50.12,18.21,1.5348,5.83,6.00,-0.0000
6.24,50.12,18.33,1.5348,5.95,6.00,-0.0000
6.26,50.12,18.45,1.5348,6.07,6.00,-0.0000
6.28,50.13,18.57,1.5348,6.19,6.00,-0.0000
6.30,50.13,18.70,1.5348,6.31,6.00,-0.0000
6.32,50.14,18.83,1.5348,6.43,6.00,-0.0000
6.34,50.14,18.96,1.5398,6.55,6.00,0.2520
6.36,50.14,19.09,1.5492,6.50,-2.50,0.4687
6.38,50.15,19.22,1.5623,6.45,-2.50,0.6551
6.40,50.14,19.35,1.5786,6.40,-2.50,0.8154
6.42,50.14,19.47,1.5977,6.35,-2.50,0.9532
6.44,50.14,19.60,1.6141,6.30,-2.50,0.8198
6.46,50.13,19.73,1.6282,6.25,-2.50,0.7050
6.48,50.12,19.85,1.6403,6.20,-2.50,0.6063
6.50,50.11,19.97,1.6507,6.15,-2.50,0.5214
6.52,50.10,20.09,1.6597,6.10,-2.50,0.4484
6.54,50.09,20.21,1.6674,6.05,-2.50,0.3856
6.56,50.08,20.33,1.6741,6.00,-2.50,0.3317
6.58,50.06,20.45,1.6798,5.95,-2.50,0.2852
6.60,50.05,20.57,1.6847,5.90,-2.50,0.2453
6.62,50.04,20.68,1.6889,5.85,-2.50,0.2110
6.64,50.02,20.80,1.6925,5.80,-2.50,0.1814
6.66,50.01,20.91,1.6956,5.75,-2.50,0.1560
6.68,49.99,21.03,1.6983,5.70,-2.50,0.1342
6.70,49.98,21.14,1.7006,5.65,-2.50,0.1154
6.72,49.96,21.25,1.7026,5.60,-2.50,0.0992
6.74,49.95,21.36,1.7043,5.55,-2.50,0.0853
6.76,49.93,21.47,1.7058,5.50,-2.50,0.0734
6.78,49.92,21.58,1.7070,5.45,-2.50,0.0631
6.80,49.90,21.68,1.7081,5.40,-2.50,0.0543
6.82,49.89,21.79,1.7091,5.35,-2.50,0.0467
6.84,49.87,21.89,1.7099,5.30,-2.50,0.0401
6.86,49.86,22.00,1.7106,5.25,-2.50,0.0345
6.88,49.85,22.10,1.7111,5.20,-2.50,0.0297
6.90,49.83,22.20,1.7117,5.15,-2.50,0.0255
6.92,49.82,22.30,1.7121,5.10,-2.50,0.0220
6.94,49.80,22.40,1.7125,5.05,-2.50,0.0189
6.96,49.79,22.50,1.7128,5.00,-2.50,0.0162
6.98,49.77,22.60,1.7131,4.95,-2.50,0.0140
7.00,49.76,22.70,1.7133,4.90,-2.50,0.0120
7.02,49.75,22.79,1.7135,4.85,-2.50,0.0103
7.04,49.73,22.89,1.7137,4.80,-2.50,0.0089
7.06,49.72,22.98,1.7139,4.75,-2.50,0.0076
7.08,49.71,23.08,1.7140,4.70,-2.50,0.0066
7.10,49.69,23.17,1.7141,4.65,-2.50,0.0057
7.12,49.68,23.26,1.7142,4.60,-2.50,0.0049
7.14,49.67,23.35,1.7143,4.55,-2.50,0.0042
7.16,49.65,23.44,1.7144,4.50,-2.50,0.0036
7.18,49.64,23.53,1.7144,4.45,-2.50,0.0031
7.20,49.63,23.61,1.7145,4.40,-2.50,0.0027
7.22,49.62,23.70,1.7095,4.35,-2.50,-0.2497
7.24,49.60,23.79,1.7001,4.30,-2.50,-0.4668
7.26,49.60,23.87,1.6871,4.25,-2.50,-0.6534
7.28,49.59,23.95,1.6708,4.20,-2.50,-0.8139
7.30,49.58,24.04,1.6518,4.15,-2.50,-0.9520
7.32,49.58,24.12,1.6303,4.10,-2.50,-1.0707
7.34,49.57,24.20,1.6069,4.05,-2.50,-1.1728
7.36,49.57,24.28,1.5867,4.00,-2.50,-1.0086
7.38,49.57,24.36,1.5694,3.95,-2.50,-0.8674
7.40,49.57,24.44,1.5544,3.90,-2.50,-0.7460
7.42,49.57,24.51,1.5416,3.85,-2.50,-0.6415
7.44,49.58,24.59,1.5306,3.80,-2.50,-0.5517
7.46,49.58,24.66,1.5211,3.75,-2.50,-0.4745
7.48,49.59,24.74,1.5129,3.70,-2.50,-0.4081
7.50,49.59,24.81,1.5059,3.65,-2.50,-0.3509
7.52,49.60,24.88,1.4999,3.60,-2.50,-0.3018
7.54,49.60,24.95,1.4947,3.55,-2.50,-0.2595
7.56,49.61,25.02,1.4902,3.50,-2.50,-0.2232
7.58,49.61,25.09,1.4864,3.45,-2.50,-0.1920
7.60,49.62,25.16,1.4831,3.40,-2.50,-0.1651
7.62,49.62,25.23,1.4802,3.35,-2.50,-0.1420
7.64,49.63,25.29,1.4778,3.30,-2.50,-0.1221
7.66,49.64,25.36,1.4757,3.25,-2.50,-0.1050
7.68,49.64,25.42,1.4739,3.20,-2.50,-0.0903
7.70,49.65,25.48,1.4723,3.15,-2.50,-0.0777
7.72,49.66,25.54,1.4710,3.10,-2.50,-0.0668
7.74,49.66,25.61,1.4699,3.05,-2.50,-0.0574
7.76,49.67,25.67,1.4689,3.00,-2.50,-0.0494
7.78,49.67,25.73,1.4680,3.12,6.00,-0.0425
7.80,49.68,25.79,1.4673,3.24,6.00,-0.0365
7.82,49.69,25.86,1.4667,3.36,6.00,-0.0314
7.84,49.69,25.93,1.4661,3.48,6.00,-0.0270
7.86,49.70,26.00,1.4657,3.60,6.00,-0.0232
7.88,49.71,26.07,1.4653,3.72,6.00,-0.0200
7.90,49.72,26.15,1.4649,3.84,6.00,-0.0172
7.92,49.73,26.23,1.4646,3.96,6.00,-0.0148
7.94,49.74,26.31,1.4644,4.08,6.00,-0.0127
7.96,49.74,26.39,1.4641,4.20,6.00,-0.0109
7.98,49.75,26.48,1.4640,4.32,6.00,-0.0094
8.00,49.76,26.57,1.4638,4.44,6.00,-0.0081
8.02,49.77,26.66,1.4637,4.56,6.00,-0.0070
8.04,49.78,26.75,1.4635,4.68,6.00,-0.0060
8.06,49.79,26.85,1.4634,4.80,6.00,-0.0051
8.08,49.80,26.94,1.4633,4.92,6.00,-0.0044
8.10,49.81,27.04,1.4633,5.04,6.00,-0.0038
8.12,49.83,27.15,1.4682,5.16,6.00,0.2487
8.14,49.83,27.25,1.4776,5.28,6.00,0.4659
8.16,49.84,27.36,1.4906,5.40,6.00,0.6527
8.18,49.85,27.47,1.5069,5.52,6.00,0.8133
8.20,49.86,27.58,1.5259,5.64,6.00,0.9514
8.22,49.86,27.70,1.5423,5.76,6.00,0.8182
8.24,49.86,27.82,1.5563,5.88,6.00,0.7037
8.26,49.86,27.94,1.5684,6.00,6.00,0.6052
8.28,49.86,28.06,1.5789,6.12,6.00,0.5204
8.30,49.86,28.18,1.5878,6.24,6.00,0.4476
8.32,49.85,28.31,1.5955,6.36,6.00,0.3849
8.34,49.85,28.44,1.6021,6.48,6.00,0.3310
8.36,49.85,28.57,1.6078,6.60,6.00,0.2847
8.38,49.84,28.71,1.6127,6.72,6.00,0.2448
8.40,49.83,28.84,1.6169,6.84,6.00,0.2106
8.42,49.83,28.98,1.6205,6.96,6.00,0.1811
8.44,49.82,29.12,1.6237,7.08,6.00,0.1557
8.46,49.81,29.27,1.6263,7.20,6.00,0.1339
8.48,49.80,29.41,1.6286,7.32,6.00,0.1152
8.50,49.79,29.56,1.6306,7.44,6.00,0.0991
8.52,49.78,29.71,1.6323,7.56,6.00,0.0852
8.54,49.78,29.87,1.6338,7.68,6.00,0.0733
8.56,49.76,30.02,1.6351,7.80,6.00,0.0630
8.58,49.75,30.18,1.6361,7.92,6.00,0.0542
8.60,49.74,30.34,1.6371,8.04,6.00,0.0466
8.62,49.73,30.50,1.6379,8.16,6.00,0.0401
8.64,49.72,30.67,1.6386,8.28,6.00,0.0345
8.66,49.71,30.84,1.6392,8.40,6.00,0.0296
8.68,49.70,31.01,1.6397,8.52,6.00,0.0255
8.70,49.69,31.18,1.6401,8.64,6.00,0.0219
8.72,49.67,31.35,1.6405,8.76,6.00,0.0189
8.74,49.66,31.53,1.6408,8.88,6.00,0.0162
8.76,49.65,31.71,1.6411,9.00,6.00,0.0139
8.78,49.64,31.89,1.6413,9.12,6.00,0.0120
8.80,49.62,32.08,1.6415,9.24,6.00,0.0103
8.82,49.61,32.26,1.6367,9.36,6.00,-0.2431
8.84,49.60,32.45,1.6274,9.48,6.00,-0.4611
8.86,49.59,32.64,1.6145,9.60,6.00,-0.6485
8.88,49.59,32.84,1.5983,9.72,6.00,-0.8097
8.90,49.59,33.03,1.5793,9.84,6.00,-0.9484
8.92,49.59,33.23,1.5580,9.96,6.00,-1.0676
8.94,49.59,33.44,1.5396,10.08,6.00,-0.9181
8.96,49.60,33.64,1.5238,10.20,6.00,-0.7896
8.98,49.62,33.84,1.5102,10.32,6.00,-0.6791
9.00,49.63,34.05,1.4985,10.44,6.00,-0.5840
9.02,49.65,34.26,1.4885,10.56,6.00,-0.5022
9.04,49.67,34.48,1.4799,10.68,6.00,-0.4319
9.06,49.69,34.69,1.4724,10.80,6.00,-0.3715
9.08,49.71,34.91,1.4660,10.92,6.00,-0.3194
9.10,49.74,35.13,1.4605,11.04,6.00,-0.2747
9.12,49.76,35.35,1.4558,11.16,6.00,-0.2363
